car-id,overnightstay
20150728080743-392,yes
20152028082032-230,no
20152328082316-929,yes
20153428083457-4,yes
20155728085725-973,no
20150328090330-172,yes
20151128091137-757,yes
20151328091310-450,yes
20152028092023-256,no
20152128092124-904,yes
20152328092339-933,no
20153228093241-330,yes
20154828094823-38,yes
20154828094837-453,yes
20150528100549-495,no
20150628100625-400,no
20151128101114-530,no
20152128102128-573,yes
20152828102821-431,no
20153828103812-353,yes
20154128104117-651,no
20155028105034-968,no
20155228105231-492,yes
20155328105351-17,yes
20150228110224-816,yes
20151628111650-794,yes
20152228112223-26,yes
20153228113210-234,yes
20153428113447-712,no
20154428114412-322,yes
20154928114954-255,yes
20151928121941-484,yes
20152028122015-955,no
20152128122117-954,yes
20152928122912-286,yes
20150628010656-511,yes
20150828010853-636,no
20152228012256-73,yes
20152928012913-902,no
20154528014555-113,no
20154828014849-145,yes
20155128015133-316,yes
20150128020123-126,no
20150428020445-289,no
20150628020602-813,no
20150628020653-964,no
20151228021221-216,yes
20151228021233-116,no
20151328021338-40,no
20153228023246-901,yes
20153228023253-625,no
20153828023832-687,yes
20154628024604-561,no
20154728024720-591,yes
20155428025436-507,yes
20155628025639-935,no
20150028030051-590,yes
20150428030425-959,yes
20150728030708-412,yes
20152028032005-469,yes
20153228033219-364,yes
20153328033312-600,yes
20154628034649-419,no
20150528040542-928,no
20151728041704-292,yes
20152128042140-763,yes
20152328042352-915,no
20153828043838-890,no
20154228044234-553,yes
20151728051728-164,yes
20152228052246-362,no
20154928054922-765,yes
20155328055322-628,yes
20150428070409-96,no
20152428082416-736,no
20154528084544-130,no
20152228092227-946,no
20154028094035-124,no
20150728110728-194,no
20151328111322-383,yes
20151828111807-243,no
20154628114648-718,yes
20155728115739-290,yes
20155828115825-591,yes
20151729031712-712,no
20153829033806-731,no
20154129034147-83,no
20150729040710-561,no
20151629051601-936,no
20151829061839-838,yes
20152229062214-724,yes
20152229062233-1,yes
20153129063108-867,yes
20153529063501-322,yes
20154229064247-967,yes
20154529064528-757,yes
20155429065420-360,yes
20150229070248-397,yes
20151129071142-601,no
20151829071820-420,yes
20152329072302-894,yes
20153829073814-789,yes
20155229075209-557,no
20150829080825-567,yes
20151629081640-992,no
20151929081907-753,yes
20155029085047-891,yes
20155929085958-172,yes
20150029090022-198,no
20150929090940-494,yes
20152229092222-160,yes
20153129093103-446,yes
20155529095519-855,yes
20155729095744-69,no
20150229100210-587,no
20150329100312-987,no
20151429101404-982,no
20151629101604-17,yes
20151629101611-370,yes
20152129102109-855,yes
20152129102151-57,yes
20153629103642-718,yes
20151129111105-997,no
20153029113037-384,no
20153829113849-125,no
20155729115754-235,yes
20150129120100-835,yes
20150329120353-101,no
20150929120953-961,no
20151029121032-170,yes
20151929121931-462,yes
20152629122639-423,no
20154529124502-265,no
20154729124746-995,no
20155129125114-867,yes
20155629125649-272,no
20150329010321-683,no
20150529010519-318,yes
20152129012109-280,yes
20152429012447-906,yes
20152629012651-157,yes
20152729012753-836,no
20153229013212-110,yes
20153329013347-72,yes
20153829013810-820,yes
20153829013850-412,yes
20154529014510-493,yes
20154529014544-620,yes
20155029015020-507,yes
20155729015739-338,no
20155929015925-137,no
20150429020421-767,no
20152229022224-672,yes
20152529022528-642,yes
20152829022835-670,yes
20153229023215-186,no
20153529023546-798,no
20153629023651-616,yes
20154629024616-46,no
20150929030929-812,yes
20151929031948-686,yes
20152429032416-518,no
20152929032951-643,no
20153029033035-257,no
20153029033048-19,yes
20153929033958-663,yes
20154429034402-935,yes
20154629034625-561,yes
20154929034944-264,no
20155129035122-438,no
20155629035637-921,yes
20151229041255-791,no
20152229042252-825,no
20152629042632-481,yes
20153329043300-437,yes
20154729044749-19,yes
20155329045329-278,no
20155929045919-954,yes
20150429050401-796,yes
20150829050830-287,yes
20151729051759-488,yes
20152229052214-773,yes
20152729052719-451,yes
20154329064331-898,no
20154729064758-237,no
20153429073415-299,no
20155929075918-848,no
20152229082208-930,no
20151929091952-892,no
20152229102207-462,no
20153529113545-877,yes
20150130010144-517,no
20153230013237-494,no
20155230015214-596,no
20151730051712-404,no
20154430054440-890,no
20150430060412-984,no
20153430063422-994,yes
20153730063725-217,yes
20154130064118-387,no
20154930064934-59,yes
20155430065423-661,yes
20155430065457-569,yes
20155630065657-584,no
20150230070206-829,yes
20150830070801-930,no
20152230072211-448,yes
20152430072403-109,yes
20153030073030-710,no
20153730073704-350,no
20154730074717-351,no
20154730074747-926,yes
20155030075008-549,yes
20155230075202-580,no
20155230075218-899,yes
20155530075533-622,yes
20150030080014-34,no
20150630080609-634,yes
20150630080657-414,no
20150930080915-526,yes
20151730081700-38,yes
20152030082047-827,yes
20152130082153-677,yes
20154430084401-298,yes
20154930084931-614,yes
20150330090357-596,yes
20150730090701-127,yes
20151230091228-162,yes
20152230092210-527,no
20152630092647-226,yes
20154230094206-93,yes
20154930094911-931,yes
20150230100245-923,yes
20150230100247-423,no
20150730100725-834,no
20151630101656-555,no
20151930101920-522,no
20152030102012-63,yes
20152530102539-80,no
20152930102944-762,yes
20153330103301-467,yes
20153930103903-13,yes
20155230105211-483,yes
20155830105834-763,no
20150630110633-414,yes
20150930110949-443,yes
20151030111021-959,yes
20152830112817-503,yes
20154730114701-335,yes
20154930114905-404,no
20155930115903-142,yes
20150030120002-677,yes
20150630120655-755,no
20151930121913-276,yes
20152130122123-358,yes
20152330122319-139,yes
20153430123444-403,yes
20153930123905-665,yes
20154630124612-292,yes
20155130125126-108,no
20150530010559-140,yes
20151130011100-867,no
20151130011131-735,yes
20152030012007-560,no
20152330012336-951,no
20152730012738-814,no
20154030014017-971,no
20155430015455-513,yes
20150430020414-999,yes
20151030021055-539,no
20151330021355-948,no
20152630022658-764,no
20154030024055-701,yes
20154330024325-110,yes
20155130025118-645,yes
20155230025241-974,yes
20150030030022-184,no
20151330031338-241,no
20151330031338-365,no
20152330032302-7,no
20153230033205-767,yes
20153330033330-655,no
20153530033515-177,no
20155330035332-211,no
20155330035349-797,yes
20150530040554-707,no
20150930040930-759,yes
20151730041740-897,yes
20151830041830-664,no
20152030042019-172,yes
20152130042105-824,yes
20153030043050-881,no
20153130043132-951,yes
20153230043217-141,yes
20154230044228-559,no
20155730045709-115,yes
20155830045808-582,yes
20151530051543-867,yes
20152730052714-154,yes
20152830052802-839,yes
20153330053323-666,yes
20153430053418-339,yes
20154830054857-116,yes
20155130055132-838,yes
20155330055334-238,yes
20155530055509-649,yes
20151330061337-218,no
20152930062935-698,no
20154930064955-254,no
20150230070254-178,no
20152930072920-440,no
20150730090704-697,no
20153230093248-414,no
20153030103020-208,no
20151731121701-28,no
20154531124504-223,no
20152031012019-297,no
20150731020756-741,no
20154331024312-424,no
20150731030706-870,no
20151231031229-263,no
20153231033254-723,no
20153931033915-279,no
20155031035003-913,no
20150331040348-209,no
20151431041454-898,no
20154231044211-574,no
20155331055329-993,no
20152431062440-856,no
20153231063236-320,yes
20153231063239-916,no
20153431063459-58,no
20154131064108-409,no
20155731065708-964,yes
20150031070053-947,yes
20150931070953-531,no
20152031072019-442,no
20152131072114-536,yes
20152931072940-294,yes
20153831073807-668,no
20153831073821-785,yes
20150331080305-385,no
20150431080417-292,no
20151131081108-573,yes
20152531082521-227,yes
20153131083117-488,yes
20154231084229-906,no
20150631090611-983,no
20150731090735-400,no
20151931091954-384,no
20152031092032-480,no
20153131093154-864,no
20153931093915-91,yes
20155031095040-402,no
20155431095434-843,yes
20152531102541-22,yes
20153031103041-989,yes
20154631104618-531,yes
20155231105239-338,yes
20150631110616-558,yes
20150831110802-88,yes
20151031111040-488,yes
20151531111510-701,no
20151731111751-901,no
20152831112848-584,no
20153731113748-614,yes
20153931113929-38,yes
20154131114102-992,yes
20155131115159-825,yes
20155731115721-967,yes
20150731120739-57,yes
20151231121209-661,yes
20151331121322-413,no
20151431121439-712,yes
20152431122444-914,yes
20152831122812-289,no
20154731124732-510,no
20155631125643-477,no
20150431010443-726,yes
20150931010941-247,yes
20151631011622-538,no
20155531015543-259,yes
20150831020803-228,yes
20151431021459-538,no
20151731021746-364,yes
20151931021927-541,yes
20155331025312-334,yes
20155331025328-447,no
20155331025357-961,no
20155331025358-360,no
20155931025933-274,yes
20151231031240-441,no
20151531031549-230,yes
20151931031941-864,yes
20152231032211-936,yes
20152531032502-40,yes
20152731032706-323,yes
20153031033051-136,no
20154031034031-358,no
20151631041644-215,yes
20152431042436-774,no
20153231043218-61,no
20153331043359-711,yes
20155431045446-820,no
20150631050638-897,yes
20151431051408-107,yes
20151531051542-946,yes
20153831053831-162,no
20153831053859-551,no
20155631055610-579,no
20152031072030-847,no
20153131073158-577,no
20151031081056-17,no
20152231082210-565,no
20152531082536-410,no
20155831085848-755,no
20151431091410-195,no
20151831091817-112,no
20152931092901-805,no
20154431104425-802,no
20151831111851-513,no
20152831112827-980,yes
20154231114214-462,no
20150301010358-741,no
20151101011114-329,no
20154001014033-163,no
20155401015403-770,no
20154901044910-777,no
20151201051230-898,no
20153001053010-143,no
20153101053124-752,no
20155201055205-698,no
20150001060025-421,no
20150001070000-174,no
20150701070722-706,yes
20152801072819-105,no
20154201074239-177,yes
20154801074826-429,no
20150001080008-525,yes
20150701080732-301,yes
20151001081041-702,yes
20152201082225-621,yes
20152501082533-97,no
20152801082834-605,yes
20153001083045-98,no
20150001090048-374,yes
20151301091306-345,yes
20153901093935-546,no
20154901094931-229,no
20150801100806-862,yes
20151901101926-562,yes
20153801103803-800,no
20154601104625-869,yes
20155001105050-654,no
20150401110417-611,yes
20152001112015-415,no
20153701113748-789,yes
20153901113923-917,no
20154401114438-695,no
20150801120817-560,no
20151401121438-732,yes
20152101122110-544,yes
20152801122825-147,no
20153701123723-532,no
20155901125940-121,no
20150501010554-108,yes
20152301012309-631,no
20155501015527-544,yes
20155801015824-240,yes
20150801020851-728,no
20152001022003-999,yes
20152801022821-939,yes
20152901022909-746,no
20154501024521-895,yes
20155201025239-418,yes
20155301025350-31,no
20155701025733-561,yes
20150201030237-485,yes
20150501030502-599,yes
20151101031131-640,no
20153801033808-197,yes
20150601040632-151,yes
20152701042745-699,yes
20152801042854-889,yes
20153001043053-282,no
20153701043700-596,no
20155901045901-393,no
20150001050042-811,yes
20150301050357-768,yes
20153901053918-352,yes
20154701054735-930,yes
20155401055424-365,no
20150601060609-840,no
20154301064333-561,no
20155801075850-229,no
20154501084537-684,yes
20155001085025-541,no
20155301085350-513,no
20155501105557-44,no
20151901111939-390,no
20153202123235-650,no
20155702015728-136,no
20154602034627-65,no
20155902035925-439,no
20151102051100-481,no
20151502051516-710,no
20154402054434-251,no
20155402055458-607,no
20150302060320-142,yes
20150502060559-716,no
20153102063137-742,yes
20153202063212-217,yes
20154102064141-457,no
20154202064209-590,no
20151302071301-31,yes
20153002073028-758,no
20154702074759-377,yes
20155302075339-508,no
20155602075606-537,yes
20150802090823-595,yes
20152202092258-284,yes
20154102094110-15,no
20154602094603-395,no
20155002095022-451,yes
20155402095430-944,yes
20150202100259-885,no
20151802101818-845,no
20154102104114-973,yes
20152402112425-692,no
20154102114107-39,yes
20154102114141-894,yes
20154102114150-147,no
20155902115909-910,no
20150902120906-170,yes
20151502121502-816,yes
20152602122642-940,no
20155902125916-155,no
20150302010308-139,no
20150802010858-812,no
20154102014133-632,yes
20154202014210-253,yes
20151402021419-157,yes
20152202022250-564,no
20155302025312-112,yes
20155702025721-399,no
20153802033804-576,yes
20152602042627-350,yes
20154002044015-415,no
20154402044412-377,yes
20155702045735-87,no
20150602050643-221,yes
20152102052154-22,yes
20152502052551-148,no
20153002053041-801,yes
20154102054122-35,yes
20154602054627-434,yes
20155102055140-273,yes
20150702080703-888,no
20152602082644-571,no
20153802083826-293,no
20150802090839-792,no
20153202093212-179,no
20153502093559-187,no
20153302103343-254,no
20152502112508-357,yes
20152603012609-626,no
20152403022431-861,no
20154703024730-513,no
20152003032042-905,no
20150803050825-767,no
20153103053151-915,no
20153903053902-75,no
20153103063147-856,no
20153303063304-493,no
20153303063323-954,yes
20154303064359-839,yes
20150103070112-250,yes
20150203070211-66,no
20152703072711-146,yes
20152803072816-844,yes
20154003074043-575,no
20151703081723-858,yes
20155903085903-858,no
20150603090606-203,no
20153103093117-808,no
20154303094318-187,yes
20154603094659-851,no
20151703101707-426,no
20151903101941-31,yes
20153003103014-67,no
20154303104350-928,yes
20154703104737-748,yes
20154803104806-359,no
20155503105528-624,yes
20155603105654-700,yes
20151303111344-23,yes
20155103115100-856,yes
20150403120405-547,yes
20151703121746-96,no
20152503122522-339,no
20152603122624-578,no
20155303125323-651,yes
20155403125436-517,no
20150503010544-585,no
20151803011812-57,yes
20154403014430-537,no
20154903014907-481,yes
20154903014909-323,yes
20155203015220-852,yes
20155503015536-796,no
20150903020949-595,yes
20152303022337-383,no
20154903024942-37,no
20155503025525-562,no
20150803030838-612,yes
20151503031528-614,no
20153703033757-677,yes
20154703034736-284,no
20155403035448-157,yes
20155703035752-285,yes
20150303040325-976,yes
20153803043840-270,no
20154703044730-915,no
20153103053109-344,yes
20155403055431-688,yes
20151703071734-903,no
20154503074525-315,no
20150503080515-72,no
20154703084735-507,no
20155903095917-883,no
20150403100431-843,no
20152203102251-393,no
20155203105250-184,no
20155403105442-397,no
20151504121551-199,no
20152904122907-350,no
20154204014240-350,no
20155704015702-248,no
20151504021532-361,no
20153104033138-558,no
20150204040257-657,no
20151404041402-188,no
20154004044006-495,no
20154904044939-275,no
20152604052658-724,no
20152704052713-407,no
20155404055405-546,no
20155704055714-605,no
20150404060428-696,no
20150904060937-392,yes
20152904062902-66,yes
20153404063406-832,yes
20154504064547-329,yes
20155504065513-977,no
20151204071215-745,no
20151304071316-371,yes
20151904071915-758,yes
20152604072643-403,yes
20153004073055-527,no
20153604073635-88,yes
20154004074058-4,no
20154304074340-809,yes
20154904074940-639,yes
20150604080640-490,no
20151004081041-724,yes
20151804081822-193,yes
20153704083713-621,no
20154104084104-664,no
20154504084540-301,no
20154704084736-736,yes
20155304085320-560,yes
20155504085556-912,no
20155704085737-841,no
20155904085914-39,no
20151704091740-106,yes
20151904091914-101,no
20152004092050-666,no
